age,income,credit_score,website_visits,email_opens,property_views,contact_attempts,time_on_site_minutes,inquiry_submitted,financing_pre_approved,budget_disclosed,location_preference_set,lead_score
51,457709,444,13,11,17,2,39,0,0,1,1,Low
58,219400,607,11,12,9,4,41,0,1,1,1,Medium
44,285539,584,20,14,5,3,41,1,0,1,1,Medium
31,42213,691,11,9,7,2,22,0,0,0,1,Low
26,127367,659,12,7,7,2,35,1,1,1,0,Medium
57,208002,464,12,16,5,0,31,0,1,1,1,Medium
55,188785,523,13,8,15,2,24,0,1,0,0,Low
52,137157,423,18,11,9,0,23,0,0,0,1,Low
31,495939,643,31,14,12,2,39,0,0,1,0,Medium
40,259408,823,32,13,25,2,37,1,0,0,0,Medium
53,62583,351,8,5,7,2,17,0,0,0,0,Low
22,158792,428,8,11,12,2,25,0,1,0,1,Medium
26,109944,434,8,15,3,3,27,0,0,0,0,Low
66,52369,426,16,6,7,4,15,1,1,0,0,Low
25,209000,370,10,7,6,2,26,1,0,0,0,Medium
37,492166,572,22,15,13,4,57,0,1,0,1,Medium
45,407988,486,11,8,7,1,53,0,1,0,0,Low
37,49510,302,2,6,4,2,12,1,1,0,0,Low
23,42120,584,12,6,5,0,29,0,0,0,1,Low
49,129847,321,4,6,6,1,21,0,1,0,1,Low
53,128575,465,7,12,10,2,26,1,1,1,0,Medium
48,421413,609,17,18,6,2,37,0,1,1,1,Medium
41,297439,776,27,19,10,4,47,0,1,1,0,Medium
45,50460,797,22,9,14,2,30,1,0,1,1,Medium
33,44963,733,10,8,7,1,37,1,1,0,0,Medium
56,369260,533,20,9,11,4,38,0,1,1,0,Medium
54,57328,675,9,10,9,3,21,0,1,1,0,Medium
54,376773,545,22,13,10,3,32,1,1,0,1,Medium
64,154034,602,13,11,10,4,39,1,0,0,0,Medium
58,51605,704,15,14,12,5,35,0,0,0,0,Low
33,403045,320,27,11,7,2,40,0,0,1,0,Low
24,205885,556,14,10,9,3,34,0,1,1,1,Medium
22,207443,698,11,10,17,1,35,0,1,1,1,Medium
54,138241,828,26,13,4,3,40,1,1,0,1,Medium
61,339742,350,12,11,2,1,36,1,1,1,1,Medium
31,221848,746,20,15,14,6,37,1,1,1,1,High
64,284289,569,16,18,9,2,39,0,0,0,1,Low
65,364402,561,15,14,7,1,35,1,0,1,0,Medium
50,333113,664,16,9,5,0,39,0,0,1,1,Medium
34,197984,348,12,4,5,0,19,0,0,0,0,Low
33,199446,817,17,13,11,3,38,0,1,0,0,Medium
52,233374,417,17,6,9,1,33,0,0,0,0,Low
67,92784,752,25,10,7,4,38,1,1,0,0,Medium
23,473098,696,34,13,17,3,57,0,1,0,1,Medium
56,439144,326,20,13,8,6,36,1,0,1,1,Medium
44,51274,671,9,6,7,3,33,0,1,1,1,Low
38,159994,396,9,11,11,0,24,0,1,1,0,Medium
47,326560,828,20,14,11,6,54,0,0,0,0,Medium
29,247220,485,17,7,8,2,36,1,0,0,0,Low
50,222070,514,18,10,8,4,31,0,0,0,1,Medium
47,392578,550,23,14,11,5,46,0,0,1,1,Medium
31,273768,515,21,14,5,10,39,0,1,0,1,Medium
47,452263,328,20,20,12,1,40,1,1,0,0,Medium
55,466572,401,19,14,8,8,38,1,1,0,1,Medium
62,198206,422,11,7,3,1,34,0,1,1,0,Low
28,490258,353,17,7,14,3,37,0,1,0,0,Low
25,343454,582,25,17,13,4,40,1,1,0,0,Medium
66,372902,416,24,10,4,2,22,0,1,0,1,Medium
32,173435,413,10,7,12,1,29,0,1,1,1,Medium
50,467779,842,32,23,11,1,60,1,1,1,1,High
57,322772,592,23,17,13,2,31,1,0,1,0,Medium
46,99672,494,6,9,6,2,23,1,1,0,1,Medium
42,76246,591,6,8,9,3,29,0,0,0,1,Low
57,434377,560,30,18,11,3,44,1,1,1,0,Medium
31,119110,506,13,11,6,3,30,1,0,0,0,Low
58,294954,348,15,12,6,5,22,0,1,1,1,Medium
30,220932,305,16,8,6,1,24,0,1,0,1,Medium
45,238271,678,20,10,10,3,33,0,1,0,1,Medium
56,101688,693,10,8,4,4,39,0,1,1,0,Low
56,357692,523,19,15,11,4,52,1,1,1,1,Medium
69,223435,322,12,17,5,1,26,0,0,0,1,Low
57,303306,409,16,9,9,4,33,0,1,0,1,Medium
39,380002,698,25,14,12,7,50,0,1,0,0,Medium
60,103535,471,14,4,3,5,29,0,0,1,0,Low
53,430435,605,19,15,16,4,47,1,1,1,1,Medium
45,100864,450,5,2,6,1,22,0,0,0,0,Low
44,164693,727,13,12,7,2,37,1,1,0,1,Medium
53,148371,766,10,15,12,6,43,1,0,1,1,Medium
58,119792,366,10,4,6,1,10,0,1,0,1,Low
33,205505,455,10,12,14,4,33,0,1,1,1,Medium
34,287416,505,19,8,9,5,39,0,1,0,1,Medium
44,96188,454,15,6,5,4,22,0,0,0,0,Low
46,216023,808,26,17,17,4,39,0,1,1,0,High
56,373862,373,15,11,10,2,30,0,1,0,1,Medium
62,268188,348,13,7,7,3,40,1,0,0,1,Medium
51,66558,766,9,12,9,3,28,0,1,0,1,Low
38,158938,478,8,12,10,4,25,0,1,0,0,Low
41,176731,347,10,9,5,1,26,0,1,1,0,Medium
69,326557,371,21,11,7,4,34,0,0,1,1,Low
46,302579,412,18,8,11,5,40,0,1,1,1,Medium
43,280272,458,19,10,5,4,24,0,1,0,1,Medium
34,477127,329,29,9,15,3,41,1,0,0,1,Medium
40,58067,396,11,6,4,3,15,1,0,0,0,Low
57,117794,550,16,7,6,0,25,0,1,0,1,Low
33,385967,818,35,13,9,6,55,0,1,1,1,High
62,361368,391,21,15,5,6,26,0,1,0,0,Low
40,496441,412,17,16,15,6,42,0,0,1,1,Medium
33,31379,558,9,7,6,1,23,0,0,0,0,Low
30,394691,406,19,14,9,3,37,1,0,1,0,Medium
28,138541,689,21,20,9,1,30,1,0,0,1,Medium
49,450840,657,22,9,6,6,48,0,0,1,1,Medium
35,249499,498,19,10,4,4,37,0,1,1,1,Medium
52,144634,726,16,11,5,1,38,1,1,1,1,Medium
40,283579,777,24,13,9,4,42,1,0,0,1,Medium
68,420845,802,26,14,13,6,59,0,0,1,0,Medium
37,349889,419,22,3,7,3,36,1,0,1,1,Medium
26,475021,608,23,20,15,3,65,1,0,0,1,Medium
56,133915,837,23,10,11,5,41,0,0,1,1,Medium
33,435732,774,29,15,10,4,42,1,1,0,1,High
46,240494,643,15,9,9,2,43,0,0,0,0,Low
42,246915,435,12,7,6,1,27,1,0,0,0,Medium
57,159560,576,11,12,3,4,35,0,0,1,0,Low
44,185915,832,22,12,10,3,43,0,0,0,0,Medium
37,166984,330,10,9,5,1,25,0,0,1,0,Low
60,182586,546,10,12,3,1,24,1,0,1,1,Medium
66,248431,710,28,6,18,3,39,1,0,0,0,Medium
63,218104,326,10,16,6,3,20,1,0,0,1,Medium
60,452013,372,20,17,6,4,40,1,1,1,0,Medium
35,167521,396,5,3,8,2,26,1,1,1,1,Medium
52,162797,645,22,8,5,4,37,0,1,0,0,Low
26,373550,775,24,17,10,2,58,1,0,1,0,Medium
56,39304,599,10,10,10,2,20,0,0,1,0,Low
44,496274,598,42,17,13,1,61,0,1,0,0,Medium
50,155555,586,15,12,4,0,26,1,0,0,1,Low
64,436879,748,33,13,18,3,45,0,0,0,1,Medium
32,362464,511,15,18,13,5,45,1,1,1,1,Medium
39,498224,375,25,10,8,3,39,0,1,0,1,Medium
68,124488,700,9,14,4,2,31,0,1,1,0,Medium
33,288490,333,6,14,9,5,30,0,0,0,0,Low
30,367735,797,22,19,9,5,46,0,1,0,0,Medium
31,387188,815,15,22,16,7,37,1,1,0,0,High
65,173748,627,17,8,10,3,38,0,1,1,0,Low
38,317336,397,20,10,9,1,21,1,0,0,1,Medium
59,291602,665,24,10,7,1,36,1,0,1,1,Medium
28,447938,762,34,14,15,5,63,0,1,1,1,High
67,168518,327,16,9,4,4,32,1,1,1,0,Medium
34,411448,685,23,16,9,5,61,1,0,1,1,Medium
61,427941,572,21,19,6,5,52,1,1,1,0,Medium
63,246669,426,16,8,10,5,30,0,1,0,0,Medium
30,118207,501,14,10,8,3,25,1,1,0,0,Medium
48,218704,820,29,19,15,1,36,1,0,1,1,High
23,228017,586,9,9,3,5,33,0,1,1,1,Medium
26,103741,749,18,10,10,6,36,0,0,1,1,Medium
50,46365,387,11,8,3,1,18,1,0,1,0,Low
58,357936,617,13,15,13,5,52,0,0,0,1,Low
59,225929,318,21,3,6,1,23,0,1,0,1,Medium
40,277481,406,17,11,9,1,36,0,1,1,0,Medium
29,176776,757,15,12,8,3,34,1,0,1,0,Medium
69,342719,610,16,20,10,3,42,1,0,0,0,Medium
66,190974,711,12,13,5,2,44,1,1,0,1,Medium
22,411785,797,24,15,13,2,37,0,1,1,0,High
43,262366,543,18,9,8,7,39,1,1,0,1,Medium
38,424411,679,23,22,8,5,58,1,1,0,0,High
28,280319,814,20,13,9,1,40,1,0,1,0,Medium
46,345661,506,21,10,10,7,45,0,0,1,1,Medium
66,64012,693,11,7,8,2,27,0,1,1,0,Low
25,172487,320,15,7,2,2,19,1,0,1,0,Low
57,462750,826,30,19,13,8,53,1,1,1,0,High
27,51686,642,19,6,5,1,21,1,1,1,1,Medium
52,238270,501,14,9,12,2,37,1,0,0,0,Medium
40,189815,419,14,8,5,0,23,0,1,1,1,Medium
65,62161,688,15,10,5,5,36,0,0,0,1,Low
60,484529,836,23,18,12,6,68,0,1,1,1,High
48,277066,533,14,9,11,0,41,1,1,1,1,High
31,269689,619,20,12,8,3,36,1,0,0,0,Low
47,294546,479,17,13,9,2,38,0,1,1,0,Medium
40,93190,667,22,14,12,3,26,0,1,0,0,Medium
60,276256,375,18,16,9,2,31,1,0,1,1,Medium
24,475767,795,26,23,15,3,53,1,0,0,1,High
66,305419,821,20,11,17,4,39,1,0,0,1,High
34,189254,500,11,10,10,3,30,1,0,0,1,Low
49,44915,645,12,11,5,1,26,1,1,1,1,Medium
41,293053,782,20,19,9,4,42,0,0,0,0,Medium
49,406254,518,17,12,10,2,38,1,1,1,0,Medium
29,95908,359,9,5,8,2,15,0,0,0,0,Low
62,157337,849,21,11,4,5,46,1,0,0,1,Medium
60,314764,520,19,10,12,3,34,0,0,0,0,Low
22,64112,801,20,10,5,2,29,0,1,1,1,Medium
24,235123,432,18,8,10,0,30,0,1,0,0,Medium
34,32431,352,10,5,6,1,15,0,0,0,1,Low
49,116590,749,21,9,7,4,37,0,0,1,0,Low
46,354319,361,19,8,8,3,38,0,1,0,1,Medium
54,147472,322,15,8,4,5,16,0,0,0,0,Low
59,324768,343,10,13,6,4,27,1,0,0,1,Medium
27,237193,346,10,4,8,2,30,0,1,0,1,Medium
65,91264,323,10,4,2,0,6,0,1,1,0,Low
66,405910,388,22,11,15,4,25,0,1,0,0,Medium
53,193030,473,17,9,8,1,19,0,1,1,0,Medium
66,424911,418,19,16,7,4,39,1,0,1,0,Medium
68,392355,477,23,13,11,3,36,1,0,1,1,Medium
42,149502,641,14,10,9,2,32,0,1,0,1,Low
37,473148,358,26,17,12,4,34,0,0,0,1,Medium
42,260395,737,35,14,14,3,41,0,0,1,1,Medium
32,336369,727,23,20,11,4,41,0,1,0,1,Medium
58,162475,725,17,16,13,2,30,1,0,0,1,Medium
57,235463,680,22,17,6,0,36,0,0,0,0,Medium
56,199708,785,32,14,6,8,38,1,0,0,0,Medium
40,302983,484,14,14,10,4,33,0,1,0,1,Medium
41,488762,759,32,24,19,10,58,1,1,0,0,High
39,265706,401,14,12,10,2,26,0,1,0,0,Low
68,208901,314,8,8,8,1,25,0,1,0,1,Medium
62,170302,350,11,9,6,3,19,0,1,1,1,Medium
35,81977,608,11,9,7,3,31,0,0,0,1,Low
36,463448,333,13,12,11,1,46,1,0,1,1,Medium
52,405194,504,22,22,10,6,52,1,0,0,0,Medium
22,255864,369,15,8,9,1,28,1,0,0,0,Low
24,55651,529,13,9,7,1,18,0,0,0,1,Low
37,127919,779,17,15,7,2,28,1,1,0,1,Medium
44,332107,832,30,15,13,4,42,1,1,0,0,High
32,216944,407,20,8,8,2,21,0,1,0,1,Medium
33,147776,540,21,4,5,5,29,0,1,1,1,Medium
31,371342,550,18,9,13,3,36,0,0,0,1,Medium
53,174811,434,7,4,9,4,29,0,0,0,0,Low
37,160697,389,12,5,7,1,23,0,0,1,0,Low
29,355438,739,23,11,7,4,55,0,1,1,1,Medium
59,209428,597,15,15,4,5,37,0,1,1,1,Medium
33,31789,706,21,4,15,3,36,1,0,0,1,Low
45,442636,607,16,12,17,4,60,0,0,1,0,Low
49,381441,401,15,7,6,3,44,1,0,0,1,Medium
29,266974,660,11,8,7,7,37,0,0,0,0,Low
49,291413,827,26,8,15,3,51,0,1,0,1,High
57,198678,592,15,17,4,3,37,0,0,1,0,Low
47,461856,445,25,21,4,6,43,0,1,1,0,Medium
29,410485,703,25,21,13,5,60,0,1,1,0,Medium
49,74135,301,11,4,3,0,21,0,0,0,1,Low
49,67067,418,13,5,4,1,14,1,0,0,1,Low
58,481636,490,21,7,11,4,51,1,0,1,0,Medium
62,309501,302,15,10,6,1,40,0,1,1,0,Medium
57,200923,786,23,13,10,5,46,1,0,1,0,Medium
48,330406,476,19,12,10,4,45,0,0,1,0,Low
38,237925,556,20,7,9,1,24,0,0,1,1,Low
30,350787,833,16,11,11,5,51,1,0,1,0,High
54,444750,776,31,20,17,2,56,1,1,1,1,High
41,383414,697,17,16,8,5,47,0,1,0,0,Medium
34,193944,795,24,11,12,1,32,1,1,0,0,Medium
49,430905,519,22,15,9,5,43,0,0,0,1,Low
69,99103,472,7,4,8,0,27,0,1,0,0,Low
50,378412,689,22,19,9,2,42,0,0,0,0,Medium
34,116310,801,23,13,7,2,27,1,1,0,0,Medium
67,67412,559,14,9,6,2,28,1,1,0,0,Low
56,339878,430,15,11,12,4,30,1,0,0,0,Medium
27,379937,412,21,13,13,2,38,0,0,1,0,Low
39,231002,319,11,10,12,1,26,0,0,0,0,Low
26,52228,514,21,7,6,2,17,0,0,0,1,Low
68,150627,609,8,7,8,2,32,1,1,0,0,Medium
46,370068,550,24,26,16,2,38,0,1,0,1,Medium
23,41319,787,16,18,9,3,29,1,1,1,1,Medium
31,36475,681,11,14,8,4,26,1,1,0,1,Medium
51,258163,708,19,14,9,1,45,1,0,0,1,Medium
66,175800,570,11,6,7,0,36,1,1,0,1,Medium
26,271382,706,23,12,9,1,40,0,1,0,0,Medium
54,321689,493,19,4,14,1,38,1,0,1,0,Medium
22,388780,740,27,15,14,4,63,0,1,1,1,High
39,259484,612,23,15,17,4,42,0,0,0,0,Medium
53,222828,378,14,4,3,3,23,0,1,0,1,Low
68,229847,479,20,10,6,4,31,1,1,0,1,Medium
32,461915,313,19,12,6,4,35,1,1,0,1,Medium
42,460037,545,14,14,8,4,49,0,0,1,0,Low
47,322759,313,13,10,6,1,20,0,0,0,0,Low
46,305890,398,12,14,7,5,28,0,0,1,0,Medium
43,183817,332,8,7,7,0,25,1,0,1,1,Low
48,293389,735,21,17,11,4,36,1,0,0,0,Medium
34,147408,556,11,10,6,3,32,1,0,1,1,Medium
54,142143,333,9,7,4,2,22,0,0,0,0,Low
55,448069,318,22,17,7,1,34,0,1,0,1,Medium
62,319776,559,18,10,6,1,27,0,0,0,0,Low
56,305000,715,21,8,9,7,39,1,0,0,0,Medium
22,217965,436,19,16,7,5,38,0,1,0,1,Medium
42,493857,658,23,16,16,4,53,1,0,0,1,Medium
69,262298,415,17,7,6,5,30,0,0,1,0,Medium
27,98049,703,11,13,10,2,29,0,1,0,0,Low
49,350326,501,36,8,12,3,36,0,0,1,1,Medium
38,426017,675,28,14,7,8,51,0,0,1,1,Medium
26,258953,549,13,13,10,2,25,0,1,1,1,Medium
52,240503,745,20,8,10,3,41,0,1,1,0,Medium
26,200821,577,13,11,5,6,32,1,0,0,0,Medium
59,234829,411,14,12,4,1,26,0,1,1,0,Medium
24,347798,772,27,17,13,2,43,0,0,1,1,Medium
44,232646,691,15,12,4,4,27,1,1,1,0,Medium
58,347525,442,17,15,12,2,39,0,0,1,0,Medium
58,88601,331,6,9,1,2,17,0,0,1,1,Low
31,176154,480,11,13,6,3,26,0,0,0,0,Low
31,175720,815,21,11,16,5,52,0,0,0,1,Medium
40,292508,568,18,11,13,4,35,0,1,0,0,Low
38,195640,535,14,15,12,3,26,0,0,1,1,Medium
42,494710,576,24,21,7,3,48,1,0,0,1,Medium
35,235704,574,19,21,9,5,36,1,0,0,1,Medium
30,299580,385,19,17,9,7,22,0,0,1,0,Low
67,378857,362,17,10,9,1,40,1,1,0,1,Medium
22,449970,703,29,17,14,9,50,0,0,1,0,Medium
66,352338,491,18,13,8,4,34,1,1,1,0,Medium
34,54544,592,11,11,5,0,27,0,0,0,0,Low
25,483396,330,17,19,14,4,37,0,1,1,0,Medium
22,93295,629,14,12,6,1,25,1,0,1,0,Low
61,435854,406,25,20,6,3,35,0,0,0,1,Low
53,226787,575,16,16,9,3,28,1,1,1,1,High
55,99409,381,7,5,7,0,21,0,0,0,0,Low
49,279720,363,16,8,10,5,33,1,0,0,1,Medium
52,156839,428,18,10,8,2,24,0,0,1,0,Low
29,405903,555,20,21,12,5,45,0,0,1,1,Medium
60,309301,530,18,11,10,3,48,0,1,1,0,Medium
47,206637,796,14,19,6,3,47,0,1,0,1,High
55,231068,436,16,7,6,3,31,0,0,1,1,Medium
24,95888,754,14,10,9,3,36,1,0,0,0,Low
33,217167,654,17,16,10,5,38,1,1,0,1,Medium
22,357091,784,26,16,12,2,46,1,1,0,1,High
65,363024,445,16,10,5,4,45,1,1,1,0,Medium
26,34507,332,5,3,9,1,16,0,1,1,0,Low
51,395278,559,25,10,9,4,57,0,1,1,1,Medium
51,73988,386,7,4,5,0,21,1,1,0,0,Low
38,390565,564,25,24,6,1,46,1,1,1,1,High
69,177937,841,17,15,8,0,39,0,1,0,0,Medium
68,394735,691,20,18,7,2,44,0,1,0,1,Medium
44,421758,531,28,19,12,9,32,0,0,0,0,Low
36,57213,746,19,12,12,7,26,0,0,0,1,Low
58,479170,428,24,17,9,1,44,1,1,0,1,Medium
42,87450,570,13,10,6,1,18,0,1,1,1,Medium
35,427693,388,15,11,10,6,40,1,0,0,1,Medium
23,92222,765,21,9,10,4,32,1,0,1,0,Medium
32,429749,469,18,16,13,6,41,1,0,0,0,Low
60,472611,427,28,17,13,3,32,0,1,0,1,Medium
59,184468,473,11,10,12,2,24,0,1,0,1,Medium
55,42755,325,3,3,4,4,12,0,0,1,0,Low
59,161937,810,22,14,8,4,48,1,0,0,1,Medium
55,172245,787,23,13,12,5,52,0,1,0,1,Medium
39,219977,705,20,12,15,1,38,0,0,0,0,Medium
51,199169,325,13,7,8,1,24,0,0,0,0,Low
36,325515,382,22,13,7,4,21,0,0,0,0,Low
48,265132,663,26,13,9,3,42,1,0,0,0,Medium
55,434470,666,24,21,10,6,41,0,1,0,0,Medium
59,165090,359,10,12,7,1,18,0,0,1,0,Low
54,297336,591,21,10,7,2,39,0,0,0,1,Medium
45,294159,490,16,17,9,3,28,1,0,1,0,Medium
36,400298,760,27,18,11,5,49,0,1,0,1,High
51,229988,532,23,3,8,2,53,0,1,0,1,Medium
63,58343,773,16,16,8,4,31,1,1,0,0,Medium
38,361450,704,21,10,11,3,41,0,0,1,0,Low
26,35829,570,9,14,8,1,25,1,0,0,1,Low
50,64381,433,8,5,2,1,11,1,0,0,0,Low
25,403595,470,18,11,9,4,41,1,0,1,0,Medium
31,242153,714,18,9,7,2,42,0,1,0,0,Medium
38,310407,327,11,14,10,3,35,0,0,0,0,Low
31,264748,435,19,12,6,1,33,1,1,0,0,Medium
38,476476,704,27,17,13,2,53,1,1,0,1,High
41,466522,804,18,23,16,3,67,1,1,1,1,High
45,350562,540,26,15,11,3,46,0,1,0,1,Medium
26,251970,743,29,13,8,4,36,0,0,0,0,Low
55,30148,733,14,13,4,3,26,1,1,0,1,Medium
27,424970,527,21,15,19,4,54,1,1,0,1,Medium
23,318889,808,27,15,10,2,43,1,0,0,1,High
34,102914,602,13,10,11,2,25,1,1,0,0,Low
64,479049,333,27,9,10,6,46,0,0,0,0,Low
64,443356,301,19,17,9,2,32,0,0,0,0,Low
69,498123,661,28,18,14,8,53,0,1,1,0,Medium
32,90653,494,8,8,5,1,26,0,0,0,0,Low
68,253607,607,15,19,9,3,36,1,1,1,0,Medium
44,222593,549,20,11,8,4,37,0,0,0,0,Low
37,370459,446,20,9,11,4,36,1,1,0,1,Medium
52,323219,645,32,11,14,3,47,1,1,1,1,Medium
32,453913,647,15,20,16,4,37,0,0,1,0,Low
37,477760,553,28,20,12,4,40,0,1,0,0,Medium
29,39795,698,16,5,11,0,21,0,1,0,0,Low
25,94555,633,23,7,7,3,22,1,1,1,0,Medium
61,475420,475,18,10,11,6,34,0,0,1,0,Medium
25,265068,424,14,4,13,6,22,0,1,0,0,Low
46,492970,697,21,10,8,2,54,0,0,1,0,Medium
24,488076,430,17,9,9,3,55,1,0,1,1,Medium
53,133107,706,10,12,5,1,33,1,0,1,0,Low
24,343673,633,27,15,14,4,50,0,0,0,1,Medium
48,434888,319,16,5,8,3,35,1,1,0,1,Medium
50,477454,504,28,19,12,0,42,1,0,1,1,Medium
53,257650,654,14,9,9,2,34,0,0,0,0,Medium
40,197022,472,17,14,10,1,40,0,1,1,0,Medium
42,41009,488,14,8,4,2,18,1,0,1,0,Low
26,208168,301,9,8,7,3,21,0,0,0,1,Low
39,180616,467,20,10,12,2,37,1,1,1,1,Medium
49,478944,667,21,18,9,5,53,0,1,1,0,Medium
63,59381,835,14,11,5,6,32,1,1,1,1,Medium
43,419913,669,31,18,11,2,47,1,0,1,0,Medium
42,448503,736,34,25,9,4,60,0,1,0,1,Medium
27,356754,506,17,16,4,6,39,0,0,1,0,Low
22,98122,348,6,7,3,0,22,0,1,1,0,Low
26,360328,843,36,15,14,8,62,1,0,0,0,Medium
62,463297,428,22,13,10,6,32,1,1,0,0,Medium
33,244709,746,24,16,11,5,52,0,0,0,1,Medium
47,468528,334,28,14,15,2,39,0,1,0,1,Medium
67,117228,498,10,10,4,1,26,1,0,1,1,Medium
55,365087,376,16,16,2,1,43,0,0,0,1,Low
35,110770,668,22,16,7,1,34,1,1,1,0,Medium
47,82726,825,23,14,9,2,29,1,1,1,1,Medium
66,445427,648,21,15,9,4,45,0,1,0,0,Low
48,452696,805,28,21,19,8,60,0,1,0,0,High
30,339924,537,26,18,8,5,42,1,0,0,1,Medium
47,218210,579,16,12,6,5,25,0,1,0,0,Low
68,251454,731,19,12,21,2,49,0,1,1,0,Medium
43,334647,437,18,11,8,2,34,0,0,1,0,Low
68,350037,568,26,12,10,2,37,0,0,1,1,Medium
51,207265,500,14,14,6,3,35,1,0,1,1,Medium
64,275074,441,17,8,2,3,35,0,1,1,1,Medium
69,353502,654,22,20,13,2,38,0,1,0,0,Medium
38,110857,628,15,9,13,4,29,1,0,0,1,Medium
47,412601,530,29,14,12,1,49,0,1,0,0,Medium
57,445333,607,23,12,9,8,51,0,1,0,0,Medium
22,289405,445,7,8,10,2,37,1,0,0,1,Medium
29,220128,451,18,6,5,1,31,0,1,0,1,Medium
56,147928,439,11,18,9,3,18,1,0,1,0,Low
36,88706,320,9,9,4,1,16,0,0,1,0,Low
68,493645,553,25,16,8,3,56,1,1,0,1,Medium
43,432692,363,17,10,10,5,42,0,1,1,0,Medium
35,374950,517,17,18,7,1,45,1,0,1,1,Medium
47,85006,371,14,6,8,0,15,0,1,0,0,Low
49,117238,461,21,9,8,1,21,0,0,1,0,Low
44,278018,429,18,12,8,2,29,0,1,1,1,Medium
35,493134,524,34,17,13,3,49,0,0,0,0,Medium
45,224227,753,37,15,9,3,37,0,0,0,1,Medium
23,490537,683,31,18,21,6,48,0,1,0,0,Medium
66,337942,406,25,10,12,3,19,1,0,0,1,Medium
47,107271,402,13,7,7,1,19,1,1,0,0,Low
35,322321,440,16,8,7,3,28,0,1,0,0,Low
28,420166,433,26,12,10,3,39,1,0,1,0,Medium
24,422300,498,17,8,5,3,37,1,1,1,0,Medium
68,374359,809,21,12,10,6,47,0,0,0,1,Medium
44,73013,378,11,5,4,2,26,1,1,0,1,Medium
67,112600,781,20,12,5,2,34,0,0,0,1,Low
64,388243,811,34,15,10,4,59,1,0,1,0,Medium
68,345594,549,21,8,12,2,44,1,1,1,1,High
66,471144,782,26,12,13,2,50,1,1,0,1,High
39,414784,471,18,18,15,4,38,1,1,1,0,High
59,384547,316,16,15,7,5,33,0,0,1,1,Low
56,468598,593,24,11,14,2,52,1,1,0,1,Medium
36,129290,693,19,12,10,3,33,0,0,1,1,Low
46,246110,797,19,16,6,6,37,1,1,0,0,High
58,161832,518,15,5,3,1,30,1,1,0,0,Medium
49,54142,533,8,7,5,0,19,1,0,1,1,Low
31,402333,689,25,13,17,4,61,1,1,0,1,High
60,399676,547,15,16,12,3,46,1,0,0,1,Medium
38,440506,351,17,14,10,2,43,1,0,1,1,Medium
60,494251,314,21,12,14,0,38,0,0,1,1,Medium
43,161436,623,11,13,7,4,22,1,1,0,0,Medium
47,349065,740,26,21,14,3,38,1,1,0,1,Medium
65,311941,411,8,7,10,2,28,0,1,0,1,Medium
46,267403,306,8,18,7,1,24,0,0,1,1,Low
38,62535,544,10,6,2,3,21,0,1,1,1,Low
34,338444,747,17,12,11,5,55,0,1,1,0,Medium
41,339320,664,17,12,16,4,50,1,1,0,0,Medium
46,46105,666,7,10,4,4,28,1,0,1,0,Low
25,169011,586,15,17,10,2,26,0,0,0,0,Low
31,109472,405,15,5,9,5,15,1,0,0,1,Medium
24,203101,312,15,13,8,3,29,0,1,0,1,Medium
62,176935,445,13,9,4,1,24,0,1,0,0,Low
66,108097,777,10,13,5,2,34,1,0,0,1,Medium
39,291674,414,20,10,9,2,28,1,0,0,0,Medium
68,171519,808,24,16,8,4,32,0,1,0,0,Medium
57,126160,451,11,12,7,1,27,0,1,0,1,Medium
68,76940,356,13,5,4,5,23,1,0,0,0,Low
43,239019,681,16,7,15,2,45,0,0,1,0,Medium
55,115001,456,11,4,4,3,30,1,0,0,1,Low
68,264824,432,14,13,5,4,37,1,0,0,1,Medium
29,180714,462,13,7,2,4,27,1,1,0,0,Low
61,257870,574,18,14,9,6,37,1,1,1,0,Medium
65,256971,376,18,16,9,2,28,0,0,0,0,Low
40,228715,343,15,16,6,4,17,0,0,0,0,Low
63,37928,849,17,8,8,1,40,0,1,1,1,Medium
62,78002,617,21,9,4,0,28,0,1,0,1,Low
58,376997,833,21,19,10,5,59,1,1,0,0,High
27,144614,453,6,6,8,0,20,0,0,1,1,Low
47,147517,536,18,5,9,2,26,0,1,0,0,Low
55,186089,816,12,15,7,0,46,1,0,0,1,Medium
66,109064,520,11,4,3,3,25,1,0,0,0,Low
27,411838,609,27,16,14,5,53,0,0,1,1,Medium
58,436529,476,23,9,4,4,27,0,1,1,1,Medium
54,424775,519,27,11,5,2,44,1,0,1,0,Medium
43,80893,337,10,7,2,0,22,0,0,0,1,Low
42,307311,730,18,16,6,3,41,0,0,1,1,Medium
27,68598,502,9,4,7,0,19,0,0,0,1,Low
27,168595,747,21,10,15,1,33,1,0,0,1,Medium
69,341921,794,26,13,10,6,48,1,1,1,1,High
25,451655,424,19,16,11,2,44,0,0,0,0,Low
51,408522,364,21,9,14,3,40,0,0,1,0,Low
32,111060,543,19,12,3,1,29,0,0,1,1,Low
51,305429,826,22,18,16,8,47,1,0,1,1,High
52,434189,525,22,10,15,5,51,0,1,1,0,Medium
45,415114,764,28,16,11,1,48,1,0,0,1,Medium
30,52694,592,15,8,7,2,21,1,1,0,0,Low
24,458990,680,40,19,14,4,57,1,0,1,0,Medium
52,427518,465,24,7,10,1,50,0,0,1,1,Medium
61,291401,517,13,10,9,1,37,1,0,0,0,Medium
58,276848,574,18,8,4,4,33,0,1,1,1,Medium
